0,1,2,3,4,5,6,7,8,9,10,11
0.99905413,-0.24631438,-0.5639828,0.47724837,0.43849277,1.0808855,0.8903519,0.015816545,-0.92884034,-0.22223413,0.9317916,-0.9728385
-0.4995252,-0.5153083,1.4899966,1.6926072,-0.34524053,0.4452446,0.8372393,1.4841665,0.20079902,0.15163092,-0.6553674,0.15933509
-0.18624026,0.40568066,1.1042213,1.3573543,1.825676,-0.14394693,-0.6601215,-0.5221547,-0.20640601,1.1627415,1.1648322,0.3324557
1.0879204,1.2816124,-0.08679432,-1.3746858,-0.9788835,1.0408628,0.72875756,-0.2880352,0.405862,0.3418344,0.29428837,0.49463382
0.08931558,1.2655097,0.9612078,0.8271379,1.2144184,0.04873908,-0.2049219,0.6153415,0.53722763,0.18416652,0.24374306,0.9169334
-0.51435775,1.069405,-0.55641437,-0.3246318,2.2385476,1.0805846,-0.4281769,-1.8338934,1.1621195,0.06455576,1.4789232,-0.6529556
0.22376533,0.5561723,-1.5710908,-1.332429,-0.44108906,-1.2126105,-0.2860517,-0.3808182,0.18605863,-1.3374858,-0.38216385,-1.4749622
0.33381358,0.28806663,-1.9691498,-0.9894668,0.4571826,-0.7966359,-0.4678446,-0.435857,-0.79918396,-0.24706492,-0.5229791,-0.6571201
2.106586,0.4692158,-1.6044034,-0.21270432,-0.33047614,-0.60257435,-0.31458402,-0.0057631293,-0.6842245,0.24133672,-1.0938029,-0.6103679
0.076834045,-0.7552655,0.07668364,-0.22140932,-1.2263745,-0.5124642,0.94661474,0.7260811,-0.0073437886,0.19303218,1.6792552,1.4876173
1.7001781,0.6327899,0.88064075,0.85683703,-0.8576913,0.07538152,1.564541,2.610185,0.5339977,-0.5529624,0.7096611,1.0220091
1.0682547,0.35290483,-0.124278516,0.62777585,-0.6012844,-0.382676,0.29287228,1.1630088,0.42674407,-0.36015823,0.2429882,-0.4078779
-0.6459342,-1.7989913,-2.2445266,-1.8385324,-1.2547201,-0.010759696,0.28279278,-0.03915691,-1.3086083,-1.3261088,-0.502899,0.18365185
-1.3344139,-0.7388774,0.66548014,0.9252523,0.34444666,0.41583148,-0.8918621,0.043198686,0.9796008,0.6551572,0.12993737,0.45895004
